概率,半径 [mm],直径 [mm],中间 x [体素],中间 y [体素],中间 z [体素],体积 [mm³],体素,表面 [mm²],分类,间隙 [mm],紧密度,球度,位置 x [体素],位置 y [体素],位置 z [体素],投影尺寸 x [mm],投影尺寸 y [mm],投影尺寸 z [mm],主分量分析（PCA）偏差 1 [mm],主分量分析（PCA）偏差 2 [mm],主分量分析（PCA）偏差 3 [mm],PCA 最大偏差比例 [%],PCA 最小偏差比例 [%],最小灰度值,最大灰度值,平均灰度值,灰度值偏差,标签,最小厚度 [mm],最大厚度 [mm],平均厚度 [mm],相对直径,切面 [mm²],最小边距离（内部） [mm],最小边距离（外部） [mm],最大边距离（剪切） [mm],投影区域（yz 平面） [mm²],投影区域（xz 平面） [mm²],投影区域（xy 平面） [mm²],说明,图像,聚焦图像,捕获,公差状态
13.70,0.634,1.268,997,1132,328,0.47,279,4.61,,1.606,0.44,0.64,996,1131,328,1.192,0.954,0.954,0.259,0.210,0.196,40.869,30.907,23062,28238,26275,1479,10568,,,,,,,,,0.73,0.82,0.78,,关,关,0,无公差
13.70,0.700,1.401,754,728,215,0.49,288,4.86,,-24.339,0.34,0.62,753,727,217,0.954,1.312,0.954,0.297,0.234,0.160,42.415,22.820,21947,28226,25702,1479,9157,,,,,,,,,0.90,0.64,0.88,,关,关,0,无公差
13.70,0.868,1.736,1087,524,302,0.71,421,6.26,,1.378,0.26,0.62,1088,524,300,0.954,1.073,1.669,0.333,0.248,0.196,38.335,22.591,22328,28218,25951,1479,5150,,,,,,,,,1.14,1.18,0.81,,关,关,0,无公差
13.70,3.507,7.015,841,964,420,6.73,3971,56.19,,-5.658,0.04,0.31,862,968,421,6.916,3.577,2.623,1.741,0.720,0.490,49.649,13.978,20289,28251,26890,1479,3074,,,,,,,,,5.37,8.43,9.73,,关,关,0,无公差
13.70,0.495,0.990,659,178,239,0.32,188,3.38,,1.559,0.63,0.67,659,178,239,0.954,0.835,0.835,0.211,0.191,0.178,42.529,35.868,22884,28249,26252,1479,406,,,,,,,,,0.53,0.61,0.64,,关,关,0,无公差
13.70,0.653,1.306,814,1178,112,0.55,326,5.09,,0.907,0.47,0.64,815,1178,112,1.192,0.894,1.073,0.292,0.214,0.199,44.699,30.469,22626,28220,26075,1479,12337,,,,,,,,,0.70,0.92,0.87,,关,关,0,无公差
13.69,0.541,1.081,741,220,288,0.27,159,3.33,,0.476,0.41,0.61,740,221,287,0.954,0.835,0.835,0.235,0.178,0.147,43.553,27.193,23138,28224,26328,1479,650,,,,,,,,,0.51,0.60,0.55,,关,关,0,无公差
13.69,0.728,1.457,911,1219,281,0.57,336,5.32,,2.238,0.35,0.62,911,1218,282,1.431,1.014,0.835,0.291,0.243,0.184,39.891,25.274,22672,28224,26227,1478,4069,,,,,,,,,0.71,0.88,1.07,,关,关,0,无公差
13.68,0.459,0.918,412,593,234,0.22,132,2.70,,-16.061,0.55,0.66,411,594,235,0.715,0.835,0.715,0.201,0.166,0.152,43.867,33.075,23100,28245,25918,1478,6362,,,,,,,,,0.47,0.43,0.45,,关,关,0,无公差
13.67,0.784,1.568,410,520,67,0.67,398,6.40,,-13.825,0.33,0.58,410,518,68,1.431,1.312,1.192,0.342,0.239,0.200,43.673,25.466,22411,28246,26550,1477,4247,,,,,,,,,1.05,1.07,1.14,,关,关,0,无公差
13.67,0.684,1.368,458,939,359,0.70,412,5.83,,-1.434,0.52,0.65,459,939,358,1.192,1.073,1.192,0.272,0.251,0.228,39.774,33.309,22947,28240,26056,1477,12778,,,,,,,,,1.01,1.04,1.01,,关,关,0,无公差
13.66,0.503,1.006,622,300,246,0.32,189,3.50,,1.688,0.60,0.65,621,299,247,0.954,0.835,0.835,0.210,0.190,0.180,41.783,35.835,22497,28225,25945,1477,1548,,,,,,,,,0.57,0.58,0.60,,关,关,0,无公差
13.63,0.678,1.357,962,193,325,0.64,376,5.60,,1.471,0.49,0.64,963,193,325,1.192,1.073,0.954,0.288,0.253,0.197,42.493,29.017,22282,28235,25933,1475,446,,,,,,,,,0.85,0.92,1.02,,关,关,0,无公差
13.63,0.573,1.145,843,1009,185,0.36,210,3.84,,1.408,0.45,0.63,843,1009,186,0.954,0.835,1.073,0.243,0.211,0.157,42.475,27.376,22509,28239,26167,1475,6214,,,,,,,,,0.61,0.74,0.57,,关,关,0,无公差
13.62,0.540,1.081,635,1192,260,0.34,201,3.58,,2.103,0.52,0.66,635,1192,259,0.954,0.835,0.954,0.228,0.194,0.172,42.220,31.869,23210,28233,25835,1474,12547,,,,,,,,,0.65,0.67,0.57,,关,关,0,无公差
13.61,6.047,12.094,991,654,410,19.43,11462,117.92,,-6.320,0.02,0.30,1016,656,423,11.447,5.247,3.696,3.035,1.086,0.552,50.199,9.127,13886,28251,25165,3323,7231,,,,,,,,,10.35,16.42,22.35,,关,关,0,无公差
13.61,0.567,1.135,517,515,191,0.40,236,4.09,,-20.228,0.52,0.64,518,515,191,1.192,0.835,0.954,0.232,0.210,0.189,40.856,33.290,22668,28232,26200,1474,4400,,,,,,,,,0.63,0.77,0.73,,关,关,0,无公差
13.61,0.691,1.383,722,1282,410,0.53,312,4.89,,1.013,0.38,0.65,722,1282,410,1.431,0.835,0.835,0.311,0.196,0.192,44.910,27.726,22627,28250,26282,1474,2641,,,,,,,,,0.58,0.98,0.97,,关,关,0,无公差
13.60,0.647,1.294,445,261,369,0.51,299,4.86,,0.432,0.45,0.63,445,261,368,1.192,1.073,0.954,0.269,0.213,0.198,41.624,30.661,22968,28239,26256,1473,943,,,,,,,,,0.75,0.84,0.84,,关,关,0,无公差
13.59,0.599,1.198,1115,937,149,0.47,276,4.55,,0.715,0.52,0.64,1115,938,149,0.954,1.073,0.954,0.260,0.210,0.189,43.468,31.517,22902,28231,26298,1473,12693,,,,,,,,,0.75,0.73,0.80,,关,关,0,无公差
13.58,0.566,1.132,1122,761,326,0.36,210,3.73,,2.752,0.47,0.65,1121,761,326,0.954,1.073,0.835,0.237,0.195,0.172,41.893,30.402,22201,28243,26198,1472,9904,,,,,,,,,0.65,0.57,0.75,,关,关,0,无公差
13.58,0.484,0.969,281,366,152,0.27,157,3.04,,1.424,0.56,0.66,280,366,152,0.715,0.835,0.835,0.203,0.183,0.161,41.820,33.156,22495,28212,25919,1472,2311,,,,,,,,,0.51,0.55,0.45,,关,关,0,无公差
13.57,1.159,2.319,930,885,416,1.38,816,10.83,,-2.829,0.21,0.55,931,885,417,2.385,1.192,1.431,0.466,0.341,0.234,40.157,20.212,21942,28249,26741,1472,12449,,,,,,,,,1.32,2.16,1.89,,关,关,0,无公差
13.56,0.580,1.160,334,1188,346,0.49,291,4.58,,1.524,0.60,0.66,334,1189,346,1.192,0.954,0.954,0.245,0.226,0.195,42.249,33.626,22840,28250,26080,1471,12682,,,,,,,,,0.74,0.84,0.78,,关,关,0,无公差
13.55,0.511,1.022,994,284,83,0.32,189,3.58,,0.843,0.57,0.63,994,284,83,0.954,0.835,0.954,0.209,0.206,0.167,40.880,32.754,22822,28237,26316,1471,1067,,,,,,,,,0.58,0.65,0.55,,关,关,0,无公差
13.53,0.590,1.180,961,838,145,0.35,208,3.81,,0.202,0.41,0.63,960,838,146,1.192,0.715,0.954,0.251,0.198,0.159,42.594,26.992,22634,28226,26021,1470,11083,,,,,,,,,0.51,0.82,0.64,,关,关,0,无公差
13.52,0.708,1.416,541,591,84,0.45,265,4.81,,-30.493,0.30,0.59,542,590,85,1.192,1.192,1.073,0.267,0.255,0.170,37.663,23.984,22561,28234,26600,1469,6233,,,,,,,,,0.77,0.87,0.90,,关,关,0,无公差
13.52,1.101,2.202,644,1312,410,0.68,403,6.71,,-0.274,0.12,0.56,646,1311,411,2.146,0.954,1.073,0.484,0.197,0.170,43.941,15.450,22445,28241,26108,1469,12609,,,,,,,,,0.73,1.35,1.35,,关,关,0,无公差
13.51,0.763,1.525,498,1214,87,0.63,370,5.55,,0.187,0.34,0.64,497,1214,88,1.431,0.894,0.954,0.341,0.219,0.190,44.757,24.901,22424,28230,26059,1468,2515,,,,,,,,,0.69,1.08,0.99,,关,关,0,无公差
13.50,0.550,1.100,330,592,258,0.40,238,3.95,,-6.926,0.58,0.67,332,592,258,0.954,0.954,0.835,0.237,0.204,0.186,43.145,33.910,22201,28236,26124,1468,6374,,,,,,,,,0.58,0.73,0.67,,关,关,0,无公差
13.50,0.460,0.920,115,825,419,0.24,141,2.87,,2.225,0.59,0.65,115,825,419,0.715,0.835,0.835,0.198,0.165,0.163,43.109,35.499,22888,28226,25952,1468,11361,,,,,,,,,0.51,0.43,0.50,,关,关,0,无公差
13.50,0.543,1.086,553,744,195,0.25,146,2.96,,-33.316,0.37,0.64,553,744,195,0.954,0.835,0.835,0.231,0.163,0.148,42.477,27.269,23105,28241,26270,1468,9148,,,,,,,,,0.53,0.53,0.51,,关,关,0,无公差
13.49,0.549,1.097,320,894,390,0.39,230,4.01,,1.204,0.56,0.64,321,894,391,0.954,0.954,0.954,0.238,0.200,0.181,43.409,33.073,23023,28251,26017,1468,12368,,,,,,,,,0.64,0.70,0.67,,关,关,0,无公差
13.47,0.496,0.993,1055,410,285,0.22,129,2.70,,2.391,0.43,0.65,1054,411,284,0.954,0.596,0.954,0.204,0.177,0.138,41.112,27.884,22759,28224,25783,1467,2800,,,,,,,,,0.41,0.57,0.43,,关,关,0,无公差
13.47,0.601,1.201,332,258,370,0.54,317,4.95,,0.833,0.59,0.65,333,259,370,1.192,0.954,1.073,0.259,0.232,0.197,43.055,32.795,22676,28229,26105,1466,942,,,,,,,,,0.82,0.95,0.85,,关,关,0,无公差
13.47,0.575,1.150,527,440,185,0.35,208,3.70,,-12.863,0.44,0.65,526,441,186,0.954,1.073,0.715,0.244,0.194,0.171,42.409,29.662,22707,28250,26261,1466,3269,,,,,,,,,0.60,0.55,0.70,,关,关,0,无公差
13.46,0.564,1.128,836,698,390,0.35,208,3.73,,-19.550,0.47,0.65,836,698,390,0.954,1.073,0.835,0.234,0.195,0.174,41.564,30.879,22395,28231,26300,1466,8647,,,,,,,,,0.67,0.58,0.70,,关,关,0,无公差
13.46,0.499,0.998,689,246,380,0.27,162,3.21,,-0.206,0.53,0.64,688,246,380,0.954,0.835,0.954,0.215,0.181,0.157,43.177,31.557,22918,28202,26304,1466,949,,,,,,,,,0.51,0.60,0.58,,关,关,0,无公差
13.46,0.550,1.100,293,738,206,0.38,223,3.84,,-6.613,0.54,0.66,294,738,205,0.954,0.835,1.073,0.224,0.196,0.193,40.812,35.066,22837,28238,26018,1466,9153,,,,,,,,,0.63,0.70,0.60,,关,关,0,无公差
13.46,0.538,1.077,1145,948,334,0.29,172,3.36,,1.500,0.45,0.63,1144,949,333,0.954,0.835,0.835,0.230,0.179,0.161,42.795,29.847,22950,28243,26265,1466,2643,,,,,,,,,0.50,0.58,0.60,,关,关,0,无公差
13.46,0.642,1.284,342,1104,305,0.72,426,6.03,,2.046,0.65,0.65,342,1104,306,1.192,1.192,1.192,0.267,0.251,0.237,41.578,36.891,22728,28240,25852,1466,9501,,,,,,,,,1.02,1.09,1.02,,关,关,0,无公差
13.44,0.621,1.241,240,578,298,0.56,333,5.12,,1.130,0.56,0.65,241,578,298,0.954,1.192,1.073,0.261,0.227,0.213,42.059,34.288,22923,28248,26110,1465,5783,,,,,,,,,0.91,0.80,0.85,,关,关,0,无公差
13.44,0.685,1.370,915,1252,189,0.57,336,5.23,,1.675,0.42,0.64,914,1253,189,1.192,1.014,1.073,0.301,0.226,0.189,43.872,27.627,22755,28234,25825,1465,7528,,,,,,,,,0.77,0.92,0.84,,关,关,0,无公差
13.44,0.509,1.019,565,730,122,0.29,169,3.24,,-39.180,0.52,0.65,565,730,122,0.954,0.954,0.835,0.213,0.195,0.157,41.885,30.763,22875,28241,26139,1465,9106,,,,,,,,,0.58,0.55,0.55,,关,关,0,无公差
13.44,0.803,1.606,561,1118,259,0.82,482,6.97,,3.597,0.38,0.61,560,1116,259,1.431,1.312,1.192,0.329,0.292,0.197,40.985,24.585,21992,28246,26145,1465,10418,,,,,,,,,1.11,1.18,1.19,,关,关,0,无公差
13.43,0.477,0.955,819,714,376,0.26,154,2.96,,-21.028,0.57,0.67,819,714,376,0.954,0.835,0.715,0.209,0.175,0.161,43.869,33.781,22622,28156,25996,1464,8610,,,,,,,,,0.45,0.55,0.57,,关,关,0,无公差
13.43,0.527,1.054,956,1158,312,0.30,179,3.38,,0.777,0.49,0.65,956,1159,312,0.954,0.715,0.954,0.223,0.208,0.146,42.246,27.773,22796,28243,26141,1464,11615,,,,,,,,,0.52,0.65,0.53,,关,关,0,无公差
13.43,1.280,2.560,444,760,75,1.59,936,12.54,,-24.851,0.18,0.52,441,762,74,2.146,1.431,1.789,0.476,0.309,0.294,37.166,22.980,21564,28245,26546,1464,9625,,,,,,,,,1.91,2.40,1.86,,关,关,0,无公差
13.41,0.525,1.051,406,572,376,0.38,224,3.98,,-4.252,0.62,0.64,407,573,376,0.954,0.894,0.954,0.223,0.202,0.188,42.413,35.753,22998,28230,26196,1463,5864,,,,,,,,,0.59,0.68,0.68,,关,关,0,无公差
13.40,0.543,1.086,257,769,246,0.38,225,4.04,,-0.569,0.57,0.63,258,771,245,0.954,0.954,0.835,0.224,0.217,0.177,41.292,32.615,23046,28226,26346,1462,9861,,,,,,,,,0.63,0.67,0.73,,关,关,0,无公差
13.39,0.569,1.139,475,371,340,0.36,214,3.87,,1.151,0.47,0.64,475,371,339,0.954,0.954,1.073,0.240,0.205,0.164,42.142,28.833,22982,28242,26108,1462,2416,,,,,,,,,0.67,0.70,0.68,,关,关,0,无公差
13.39,0.625,1.251,838,1052,124,0.55,322,5.00,,1.230,0.53,0.65,837,1052,124,1.192,0.954,0.954,0.271,0.219,0.203,43.387,32.419,22325,28220,26047,1462,7643,,,,,,,,,0.73,0.91,0.87,,关,关,0,无公差
13.39,0.747,1.494,908,1256,114,0.52,309,5.00,,0.419,0.30,0.63,909,1256,114,1.431,0.775,0.954,0.308,0.211,0.181,41.269,24.178,22573,28238,26277,1462,6894,,,,,,,,,0.58,0.97,0.86,,关,关,0,无公差
13.38,0.656,1.312,473,430,122,0.66,387,5.80,,-10.318,0.56,0.63,473,429,121,1.192,1.073,1.192,0.288,0.245,0.206,43.892,31.374,21871,28238,26178,1462,3208,,,,,,,,,0.94,1.05,0.91,,关,关,0,无公差
13.37,0.587,1.174,665,333,118,0.31,181,3.58,,-1.852,0.36,0.61,665,333,118,1.192,0.835,0.835,0.248,0.178,0.157,42.166,26.742,22962,28251,26146,1461,1836,,,,,,,,,0.51,0.68,0.68,,关,关,0,无公差
13.36,0.554,1.107,350,224,207,0.35,206,3.67,,1.767,0.49,0.65,350,223,207,0.954,0.835,1.073,0.228,0.190,0.180,41.243,32.473,22685,28245,26033,1460,605,,,,,,,,,0.65,0.70,0.57,,关,关,0,无公差
13.36,0.635,1.270,862,1285,161,0.42,250,4.29,,0.185,0.39,0.64,864,1285,161,1.192,0.835,0.954,0.261,0.200,0.184,41.108,29.033,23141,28230,26120,1460,11187,,,,,,,,,0.61,0.77,0.77,,关,关,0,无公差
13.34,0.615,1.231,688,701,130,0.44,259,4.38,,-35.701,0.45,0.64,685,701,130,1.192,0.835,0.954,0.269,0.213,0.170,43.793,27.695,22782,28251,26067,1459,8427,,,,,,,,,0.65,0.87,0.75,,关,关,0,无公差
13.33,0.463,0.926,1240,864,255,0.25,145,2.93,,0.208,0.59,0.65,1241,863,255,0.715,0.835,0.835,0.196,0.171,0.165,42.324,35.704,22729,28223,26049,1459,11687,,,,,,,,,0.53,0.48,0.45,,关,关,0,无公差
13.32,0.841,1.682,511,1185,98,0.95,560,7.71,,0.815,0.38,0.61,511,1186,98,1.669,1.312,1.073,0.383,0.251,0.224,45.493,26.673,22843,28243,26071,1458,12296,,,,,,,,,1.01,1.36,1.49,,关,关,0,无公差
13.31,0.614,1.229,1217,623,156,0.61,357,5.35,,2.621,0.62,0.65,1217,624,156,1.192,1.192,1.073,0.254,0.236,0.222,41.349,36.144,22586,28236,25928,1458,6990,,,,,,,,,0.91,0.95,0.92,,关,关,0,无公差
13.29,0.539,1.078,231,771,159,0.38,227,3.90,,0.258,0.59,0.66,231,770,159,0.954,0.954,0.954,0.227,0.203,0.186,42.165,34.505,22422,28242,26124,1457,9815,,,,,,,,,0.67,0.63,0.65,,关,关,0,无公差
13.28,0.556,1.112,116,820,367,0.40,233,3.90,,1.260,0.55,0.67,116,820,367,0.954,1.073,0.835,0.230,0.205,0.184,41.323,33.119,22863,28238,25917,1456,11209,,,,,,,,,0.71,0.60,0.74,,关,关,0,无公差
13.27,0.554,1.108,300,774,255,0.44,257,4.18,,-4.638,0.61,0.66,300,773,255,0.954,0.835,0.954,0.235,0.219,0.187,42.341,33.722,22823,28243,26207,1456,9866,,,,,,,,,0.67,0.75,0.67,,关,关,0,无公差
13.27,1.191,2.381,625,112,172,1.19,702,10.07,,0.786,0.17,0.54,622,114,172,2.146,1.669,1.192,0.599,0.234,0.206,50.290,17.305,22737,28250,25870,1455,50,,,,,,,,,1.38,1.83,1.82,,关,关,0,无公差
13.26,0.716,1.431,731,109,333,0.62,368,5.63,,1.512,0.41,0.63,729,108,333,1.431,1.073,1.073,0.306,0.234,0.204,42.815,28.468,22786,28239,26138,1455,83,,,,,,,,,0.85,1.04,0.98,,关,关,0,无公差
13.24,0.590,1.180,1134,822,117,0.40,236,3.92,,1.710,0.46,0.67,1133,822,117,0.954,0.954,0.835,0.260,0.191,0.179,44.005,30.279,22781,28251,26126,1454,11059,,,,,,,,,0.64,0.63,0.70,,关,关,0,无公差
13.23,0.556,1.112,669,1297,345,0.36,214,3.81,,0.252,0.50,0.65,669,1297,345,1.192,0.835,0.835,0.236,0.194,0.176,42.346,31.583,22949,28247,26133,1453,12422,,,,,,,,,0.54,0.71,0.74,,关,关,0,无公差
13.23,0.599,1.198,621,456,396,0.39,230,4.09,,-6.300,0.43,0.63,620,456,395,0.954,0.954,1.073,0.257,0.204,0.171,42.824,28.478,23115,28246,26203,1453,3450,,,,,,,,,0.71,0.68,0.65,,关,关,0,无公差
13.23,0.543,1.086,554,604,128,0.29,169,3.27,,-33.010,0.43,0.64,554,603,128,1.192,0.715,0.954,0.228,0.187,0.151,41.938,27.815,22730,28239,26153,1453,6314,,,,,,,,,0.44,0.71,0.54,,关,关,0,无公差
13.22,0.943,1.886,1105,897,402,0.87,511,7.54,,-1.309,0.25,0.58,1106,899,405,1.192,1.431,1.550,0.353,0.265,0.241,37.388,25.546,22419,28251,26432,1453,12390,,,,,,,,,1.28,1.27,1.22,,关,关,0,无公差
13.22,1.054,2.108,629,1198,71,1.05,622,9.90,,0.539,0.22,0.51,628,1193,73,1.669,1.789,1.192,0.518,0.321,0.211,49.101,19.977,22627,28250,26515,1452,12135,,,,,,,,,1.22,1.58,1.91,,关,关,0,无公差
13.21,0.723,1.446,744,1205,410,0.48,286,4.75,,-2.259,0.31,0.63,743,1205,410,1.431,0.954,0.835,0.315,0.205,0.169,43.633,23.322,22740,28246,26388,1452,5375,,,,,,,,,0.54,0.90,1.01,,关,关,0,无公差
13.21,0.484,0.969,524,731,216,0.19,115,2.62,,-29.900,0.41,0.62,524,730,216,0.954,0.715,0.954,0.194,0.175,0.132,39.991,27.177,22766,28198,26003,1452,9159,,,,,,,,,0.41,0.54,0.38,,关,关,0,无公差
13.20,0.472,0.944,142,617,132,0.20,118,2.62,,-0.174,0.45,0.63,142,617,132,0.954,0.715,0.715,0.202,0.154,0.147,42.758,31.162,22951,28182,26258,1452,6321,,,,,,,,,0.38,0.54,0.50,,关,关,0,无公差
13.20,0.418,0.836,445,440,231,0.19,113,2.36,,-7.209,0.63,0.68,446,440,231,0.715,0.715,0.715,0.179,0.161,0.149,42.757,35.608,22991,28250,25984,1452,3296,,,,,,,,,0.43,0.38,0.37,,关,关,0,无公差
13.19,0.484,0.969,209,713,158,0.20,118,2.62,,1.978,0.42,0.63,209,712,157,0.715,0.835,0.835,0.212,0.162,0.132,43.768,27.220,22915,28189,26056,1451,8455,,,,,,,,,0.44,0.41,0.45,,关,关,0,无公差
13.19,0.636,1.272,410,723,313,0.64,376,5.55,,-12.802,0.59,0.65,410,722,313,1.192,1.192,1.073,0.261,0.250,0.218,41.096,34.211,23208,28250,25880,1451,9218,,,,,,,,,0.94,0.92,1.04,,关,关,0,无公差
13.17,0.398,0.797,986,805,235,0.15,88,2.05,,1.675,0.56,0.66,986,805,234,0.715,0.715,0.596,0.174,0.142,0.137,43.571,34.425,22973,28243,25805,1450,10515,,,,,,,,,0.33,0.34,0.36,,关,关,0,无公差
13.17,0.563,1.126,481,495,359,0.34,202,3.67,,-5.684,0.46,0.65,480,495,358,0.954,0.835,0.954,0.237,0.183,0.175,42.090,31.129,23158,28241,26221,1450,4491,,,,,,,,,0.61,0.73,0.63,,关,关,0,无公差
13.16,0.469,0.938,1239,866,264,0.25,145,3.04,,0.208,0.57,0.62,1239,867,264,0.954,0.835,0.835,0.197,0.181,0.157,42.010,33.565,23020,28228,26271,1450,11694,,,,,,,,,0.55,0.50,0.50,,关,关,0,无公差
13.15,0.512,1.024,331,328,252,0.35,204,3.70,,0.865,0.61,0.64,331,329,251,0.954,0.954,0.954,0.214,0.199,0.181,41.703,35.245,22795,28246,26085,1449,1921,,,,,,,,,0.61,0.60,0.64,,关,关,0,无公差
13.15,0.845,1.691,809,1275,85,0.65,381,5.89,,0.595,0.26,0.61,810,1276,86,1.669,0.954,1.073,0.346,0.227,0.184,40.981,21.735,22403,28237,26188,1449,10519,,,,,,,,,0.73,1.19,1.02,,关,关,0,无公差
13.15,0.527,1.054,337,625,333,0.36,215,3.73,,-3.889,0.59,0.66,337,625,333,0.954,0.954,0.835,0.227,0.204,0.175,43.069,33.196,23063,28225,26135,1449,7100,,,,,,,,,0.61,0.63,0.77,,关,关,0,无公差
13.14,0.495,0.990,778,1165,272,0.26,156,2.96,,2.175,0.52,0.67,777,1165,271,0.715,0.835,0.715,0.216,0.171,0.160,43.542,32.293,23087,28251,26079,1448,11541,,,,,,,,,0.48,0.48,0.50,,关,关,0,无公差
13.14,0.682,1.365,240,443,64,0.46,273,4.46,,0.122,0.35,0.65,240,445,64,0.954,1.312,0.835,0.294,0.204,0.179,43.151,26.166,22441,28245,26428,1448,3097,,,,,,,,,0.90,0.63,0.82,,关,关,0,无公差
13.14,0.599,1.198,837,769,268,0.40,233,4.32,,-11.741,0.44,0.60,835,770,269,1.192,1.073,0.835,0.268,0.205,0.172,44.744,28.784,23147,28248,26211,1448,9873,,,,,,,,,0.67,0.75,0.82,,关,关,0,无公差
13.13,1.641,3.283,919,595,420,1.62,957,13.73,,-7.835,0.09,0.49,915,595,416,3.339,1.550,1.431,0.628,0.274,0.265,38.264,16.162,22000,28250,26934,1448,6669,,,,,,,,,1.42,2.66,2.56,,关,关,0,无公差
13.12,0.631,1.262,746,870,82,0.53,315,5.03,,-18.519,0.51,0.63,746,870,82,1.192,1.192,0.954,0.254,0.240,0.195,40.177,30.969,22548,28251,26338,1447,11542,,,,,,,,,0.82,0.84,0.97,,关,关,0,无公差
13.12,0.577,1.153,380,372,188,0.40,238,4.04,,1.793,0.50,0.65,381,372,189,0.954,0.954,1.073,0.237,0.205,0.186,41.168,32.256,22733,28237,25897,1447,2331,,,,,,,,,0.74,0.74,0.70,,关,关,0,无公差
13.12,0.775,1.549,795,1183,367,0.93,549,7.39,,-2.047,0.48,0.62,793,1183,367,1.431,1.014,1.431,0.323,0.301,0.216,41.698,27.844,22587,28250,26226,1447,12818,,,,,,,,,1.10,1.49,1.10,,关,关,0,无公差
13.11,0.699,1.398,1054,470,187,0.79,465,6.48,,2.237,0.55,0.64,1054,471,186,1.431,1.312,1.073,0.280,0.267,0.235,40.049,33.564,22589,28247,25861,1447,3817,,,,,,,,,1.01,1.12,1.22,,关,关,0,无公差
13.11,0.691,1.382,1063,435,246,0.84,495,6.71,,2.185,0.61,0.64,1063,434,247,1.192,1.312,1.192,0.287,0.259,0.249,41.586,36.064,22384,28246,25941,1447,3301,,,,,,,,,1.14,1.04,1.18,,关,关,0,无公差
13.11,1.397,2.794,926,825,82,1.44,849,11.32,,-4.857,0.13,0.54,926,827,86,1.192,1.789,2.385,0.526,0.330,0.231,37.662,16.536,23144,28251,26325,1446,10942,,,,,,,,,2.20,1.88,1.44,,关,关,0,无公差
13.09,0.506,1.013,604,1162,335,0.32,189,3.41,,-0.157,0.59,0.66,604,1162,335,0.954,0.775,0.835,0.219,0.185,0.176,43.239,34.703,22888,28239,26070,1445,11669,,,,,,,,,0.53,0.65,0.58,,关,关,0,无公差
13.08,0.601,1.202,183,581,233,0.50,297,4.72,,1.701,0.55,0.65,184,583,233,0.954,1.073,0.954,0.259,0.209,0.206,43.075,34.223,22538,28215,26150,1445,5752,,,,,,,,,0.82,0.74,0.80,,关,关,0,无公差
13.08,0.978,1.956,288,675,228,0.73,428,6.94,,-5.966,0.19,0.56,285,674,229,1.431,1.550,1.312,0.415,0.254,0.179,42.408,18.327,22010,28241,26152,1445,7782,,,,,,,,,1.18,1.12,1.29,,关,关,0,无公差
13.07,0.630,1.260,797,1301,390,0.38,227,4.04,,0.547,0.37,0.63,797,1301,389,1.192,0.835,0.835,0.279,0.183,0.169,44.256,26.830,22976,28218,26445,1445,11154,,,,,,,,,0.51,0.75,0.75,,关,关,0,无公差
13.05,0.669,1.338,814,1024,412,0.44,260,4.61,,-0.087,0.35,0.61,814,1024,411,1.192,0.835,1.073,0.299,0.197,0.169,44.688,25.210,23073,28240,26346,1444,6837,,,,,,,,,0.64,0.90,0.77,,关,关,0,无公差
13.05,0.978,1.956,811,347,397,0.90,528,8.10,,-1.890,0.23,0.55,808,345,399,1.669,1.192,1.431,0.453,0.238,0.200,46.349,20.416,22093,28251,26679,1443,2041,,,,,,,,,1.19,1.56,1.29,,关,关,0,无公差
13.04,0.621,1.242,373,894,74,0.45,268,4.49,,-8.718,0.45,0.64,373,894,74,0.954,0.835,1.073,0.255,0.233,0.178,40.992,28.627,22647,28251,26403,1443,12078,,,,,,,,,0.73,0.84,0.68,,关,关,0,无公差
13.04,0.460,0.920,1238,642,62,0.14,80,2.10,,1.190,0.33,0.61,1237,642,62,0.954,0.835,0.477,0.207,0.160,0.103,44.942,22.348,23276,28241,26214,1443,6791,,,,,,,,,0.30,0.26,0.54,,关,关,0,无公差
13.04,1.120,2.240,805,962,421,0.99,582,8.47,,-5.497,0.17,0.57,804,962,422,2.146,1.312,1.073,0.442,0.255,0.225,39.459,20.076,22290,28243,26561,1443,3468,,,,,,,,,1.01,1.49,1.72,,关,关,0,无公差
13.03,0.398,0.797,843,563,289,0.14,81,2.05,,-7.396,0.52,0.63,843,563,288,0.715,0.715,0.715,0.167,0.148,0.128,42.015,32.025,22819,28116,26158,1442,5779,,,,,,,,,0.38,0.40,0.36,,关,关,0,无公差
13.02,0.664,1.328,422,746,272,0.67,396,5.80,,-16.687,0.55,0.64,421,748,272,1.192,1.192,1.192,0.277,0.255,0.216,41.665,32.484,22597,28247,26025,1442,9192,,,,,,,,,1.07,0.94,1.00,,关,关,0,无公差
13.02,0.899,1.798,909,1067,410,0.68,404,6.68,,-1.626,0.22,0.56,907,1070,409,1.669,1.431,1.073,0.402,0.224,0.191,44.750,21.193,22547,28242,26467,1442,8385,,,,,,,,,1.01,1.17,1.17,,关,关,0,无公差
13.02,0.692,1.385,713,229,344,0.66,390,5.91,,0.239,0.48,0.62,712,228,344,1.431,0.954,1.192,0.288,0.253,0.207,41.643,29.856,22985,28229,25963,1441,678,,,,,,,,,0.92,1.14,0.98,,关,关,0,无公差
